RaceEthnicity,Neighborhood,1930,1940,1950,1960,1970,1980,1990,2000,2010,2012,2013,2014,2015,2016,2017
White,Grand Boulevard,"  4,550 ","  1,864 ","  1,075 ",  398 ,  391 ,  170 ,  96 ,  173 ,  391 ,  944 ,  957 ,  702 ,  719 ,  570 ,603
Percent Black,Grand Boulevard,  95 ,  98 ,  99 ,  99 ,  99 ,  99 ,  99 ,  98 ,  94 ,  91 ,  90 ,  92 ,  91 ,  93 ,  92 
Nonwhite, Grand Boulevard ,"  82,455 ","  101,392 ","  113,482 ","  79,638 ","  79,759 ","  53,571 ","  35,801 ","  27,833 ","  21,538 ","  22,207 ","  21,659 ","  21,829 ","  22,031 ","  22,064 ","  22,302 "
Total,Kenwood,"  26,942 ","  29,611 ","  35,705 ","  41,533 ","  26,908 ","  21,974 ","  18,178 ","  18,363 ","  17,841 ","  18,180 ","  18,021 ","  18,217 ","  17,601 ","  17,074 ","17,189"
Asian,Kenwood,,,,,  175 , N/A ,  453 ,  785 ,  973 ,"  1,065 ","  1,155 ","  1,492 ","  1,520 ","  1,440 ","1,582"
Black or African-American,Kenwood,  185 ,  278 ,"  3,453 ","  34,838 ","  21,228 ","  16,908 ","  13,855 ","  13,900 ","  12,821 ","  12,840 ","  12,552 ","  12,362 ","  11,916 ","  11,690 ","11,724"
Persons of Spanish Language*,Kenwood,,,,,  275 ,  241 ,  241 ,  301 ,  542 ,  749 ,  745 ,  701 ,  667 ,  503 ,397
White,Kenwood,"  26,713 ","  29,295 ","  30,236 ","  6,282 ","  5,398 ","  4,285 ","  3,564 ","  2,915 ","  2,942 ","  3,159 ","  3,204 ","  3,236 ","  2,978 ","  2,925 ","2,913"
Percent Black,Kenwood,  1 ,  1 ,  10 ,  84 ,  79 ,  77 ,  76 ,  76 ,  72 ,  71 ,  70 ,  68 ,  68 ,  68 ,  68 
Nonwhite, Kenwood ,,,,,,,,,,,,,,,
Total,Washington Park ,"  44,016 ","  52,736 ","  56,856 ","  43,690 ","  46,024 ","  31,935 ","  19,425 ","  14,146 ","  11,717 ","  11,146 ","  11,530 ","  11,647 ","  12,081 ","  11,868 ","11,502"
Asian,Washington Park ,,,,,  30 , N/A ,  13 ,  5 ,  12 ,  9 , - ,  11 ,  9 ,  14 ,14
Black or African-American,Washington Park ,"  40,460 ","  51,281 ","  56,178 ","  43,310 ","  45,649 ","  31,550 ","  19,268 ","  13,798 ","  11,370 ","  10,882 ","  11,202 ","  11,070 ","  11,595 ","  11,199 ","10,760"
Persons of Spanish Language*,Washington Park ,,,,,  197 ,  205 ,  48 ,  134 ,  104 ,  132 ,  170 ,  246 ,  158 ,  216 ,278
White,Washington Park ,"  3,448 ","  1,430 ",  620 ,  332 ,  234 ,  83 ,  69 ,  74 ,  87 ,  20 ,  13 ,  33 ,  48 ,  48 ,85
Percent Black,Washington Park ,  92 ,  97 ,  99 ,  99 ,  99 ,  99 ,  99 ,  98 ,  97 ,  98 ,  97 ,  95 ,  96 ,  94 ,  94 
Nonwhite, Washington Park  ,"  40,568 ","  51,306 ","  56,236 ","  43,358 ","  45,790 ","  31,852 ","  19,356 ","  14,072 ","  11,630 ","  11,126 ","  11,517 ","  11,614 ","  12,033 ","  11,820 ","  11,417 "
Total,Hyde Park,"  48,017 ","  50,550 ","  55,206 ","  45,577 ","  33,559 ","  31,198 ","  28,630 ","  29,920 ","  25,681 ","  26,541 ","  26,831 ","  26,705 ","  26,893 ","  26,573 ","26,827"
Asian,Hyde Park,,,,,"  1,097 ", N/A ,"  2,433 ","  3,366 ","  3,185 ","  2,847 ","  3,204 ","  3,242 ","  3,244 ","  3,249 ","3,559"
Black or African-American,Hyde Park,  521 ,  573 ,"  1,757 ","  17,163 ","  10,427 ","  11,488 ","  10,714 ","  11,290 ","  7,815 ","  8,851 ","  8,888 ","  8,519 ","  8,047 ","  7,621 ","7,366"
Persons of Spanish Language*,Hyde Park,,,,,  882 ,  721 ,  895 ,"  1,230 ","  1,626 ","  1,578 ","  1,324 ","  1,681 ","  1,891 ","  2,101 ","2,246"
White,Hyde Park,"  47,198 ","  49,750 ","  52,375 ","  27,214 ","  21,516 ","  16,952 ","  14,440 ","  13,020 ","  11,992 ","  12,446 ","  12,561 ","  12,298 ","  12,584 ","  12,539 ","12,453"
Percent Black,Hyde Park,  1 ,  1 ,  3 ,  38 ,  31 ,  37 ,  37 ,  38 ,  30 ,  33 ,  33 ,  32 ,  30 ,  29 ,  27 
Nonwhite, Hyde Park ,  819 ,  800 ,"  2,831 ","  18,363 ","  12,043 ","  14,246 ","  14,190 ","  16,900 ","  13,689 ","  14,095 ","  14,270 ","  14,407 ","  14,309 ","  14,034 ","  14,374 "
Total,Woodlawn,"  66,052 ","  71,685 ","  80,699 ","  81,279 ","  53,814 ","  36,323 ","  27,473 ","  27,086 ","  23,740 ","  24,445 ","  24,357 ","  25,451 ","  26,446 ","  26,024 ","25,207"
Asian,Woodlawn,,,,,  133 , N/A ,  164 ,  207 ,  544 ,  544 ,  741 ,  710 ,  814 ,  797 ,847
Black or African-American,Woodlawn,"  8,578 ","  12,107 ","  31,329 ","  72,397 ","  51,572 ","  34,560 ","  26,234 ","  25,518 ","  20,605 ","  21,283 ","  20,784 ","  21,693 ","  22,555 ","  21,891 ","20,867"
Persons of Spanish Language*,Woodlawn,,,,,  710 ,  285 ,  178 ,  288 ,  504 ,  543 ,  505 ,  617 ,  695 ,  775 ,780
White,Woodlawn,"  57,182 ","  59,438 ","  48,368 ","  8,450 ","  1,929 ","  1,232 ",  847 ,  761 ,"  1,623 ","  1,675 ","  1,900 ","  1,982 ","  1,885 ","  2,062 ","2,153"
Percent Black,Woodlawn,  13 ,  17 ,  39 ,  89 ,  96 ,  95 ,  95 ,  94 ,  87 ,  87 ,  85 ,  85 ,  85 ,  84 ,  83 
Nonwhite, Woodlawn ,"  8,870 ","  12,247 ","  32,331 ","  72,829 ","  51,885 ","  35,091 ","  26,626 ","  26,325 ","  22,117 ","  22,770 ","  22,457 ","  23,469 ","  24,561 ","  23,962 ","  23,054 "
Total,South Shore,"  78,755 ","  79,593 ","  79,336 ","  73,086 ","  80,660 ","  77,743 ","  61,517 ","  61,556 ","  52,010 ","  47,526 ","  49,380 ","  48,816 ","  49,155 ","  48,552 ","48,479"
Asian,South Shore,,,,,  423 , N/A ,  94 ,  85 ,  124 ,  85 ,  68 ,  85 ,  115 ,  124 ,134
Black or African-American,South Shore,  171 ,  249 ,  182 ,"  7,018 ","  55,649 ","  73,312 ","  59,662 ","  59,405 ","  49,338 ","  44,885 ","  46,691 ","  45,844 ","  45,990 ","  45,464 ","45,727"
Persons of Spanish Language*,South Shore,,,,,"  1,173 ",  917 ,  497 ,  636 ,  893 ,  685 ,  735 ,"  1,000 ",  784 ,  845 ,575
White,South Shore,"  78,538 ","  79,317 ","  79,115 ","  65,507 ","  24,112 ","  2,730 ","  1,141 ",  703 ,  724 ,  717 ,  718 ,  897 ,"  1,084 ","  1,326 ","1,357"
Percent Black,South Shore,  0 ,  0 ,  0 ,  10 ,  69 ,  94 ,  97 ,  97 ,  95 ,  94 ,  95 ,  94 ,  94 ,  94 ,  94 
Nonwhite, South Shore ,  217 ,  276 ,  221 ,"  7,579 ","  56,548 ","  75,013 ","  60,376 ","  60,853 ","  51,286 ","  46,809 ","  48,662 ","  47,919 ","  48,071 ","  47,226 ","  47,122 "
Total,Chatham,"  36,228 ","  37,788 ","  40,845 ","  41,962 ","  47,287 ","  40,725 ","  36,779 ","  37,275 ","  31,028 ","  33,244 ","  31,898 ","  31,493 ","  31,359 ","  30,946 ","31,071"
Asian,Chatham,,,,,  59 , N/A ,  41 ,  24 ,  27 ,  23 ,  28 ,  90 ,  129 ,  93 ,111
Black or African-American,Chatham,  10 ,  20 ,  345 ,"  26,756 ","  46,128 ","  39,910 ","  36,295 ","  36,538 ","  30,160 ","  32,416 ","  31,220 ","  30,636 ","  30,297 ","  29,792 ","29,780"
Persons of Spanish Language*,Chatham,,,,,  519 ,  271 ,  198 ,  220 ,  311 ,  158 ,  126 ,  230 ,  287 ,  311 ,385
White,Chatham,"  36,137 ","  37,757 ","  40,468 ","  15,090 ",  931 ,  336 ,  208 ,  121 ,  112 ,  178 ,  168 ,  202 ,  388 ,  459 ,509
Percent Black,Chatham,  0 ,  0 ,  1 ,  64 ,  98 ,  98 ,  99 ,  98 ,  97 ,  98 ,  98 ,  97 ,  97 ,  96 ,  96 
Nonwhite, Chatham ,  91 ,  31 ,  377 ,"  26,872 ","  46,356 ","  40,389 ","  36,571 ","  37,154 ","  30,916 ","  33,066 ","  31,730 ","  31,291 ","  30,971 ","  30,487 ","  30,562 "
Total,Avalon Park,"  10,023 ","  10,464 ","  11,358 ","  12,710 ","  14,412 ","  13,792 ","  11,711 ","  11,147 ","  10,185 ","  9,617 ","  9,951 ","  10,098 ","  9,813 ","  9,840 ","10,034"
Asian,Avalon Park,,,,,  64 , N/A ,  30 ,  19 ,  19 ,  34 ,  43 ,  30 ,  59 ,  19 ,38
Black or African-American,Avalon Park,  4 ,  4 ,  8 ,  6 ,"  11,912 ","  13,185 ","  11,429 ","  10,816 ","  9,751 ","  9,296 ","  9,620 ","  9,721 ","  9,553 ","  9,617 ","9,754"
Persons of Spanish Language*,Avalon Park,,,,,  283 ,  109 ,  81 ,  85 ,  153 ,  29 ,  35 ,  59 ,  62 ,  68 ,66
White,Avalon Park,"  10,019 ","  10,458 ","  11,345 ","  12,660 ","  2,356 ",  369 ,  148 ,  96 ,  81 ,  168 ,  193 ,  220 ,  53 ,  37 ,61
Percent Black,Avalon Park,  0 ,  0 ,  0 ,  0 ,  83 ,  96 ,  98 ,  97 ,  96 ,  97 ,  97 ,  96 ,  97 ,  98 ,  97 
Nonwhite, Avalon Park ,  4 ,  6 ,  13 ,  50 ,"  12,056 ","  13,423 ","  11,563 ","  11,051 ","  10,104 ","  9,449 ","  9,758 ","  9,878 ","  9,760 ","  9,803 ","  9,973 "
Total,South Chicago,"  56,683 ","  55,090 ","  55,715 ","  49,913 ","  45,655 ","  46,422 ","  40,776 ","  38,596 ","  31,198 ","  29,458 ","  29,052 ","  28,550 ","  28,095 ","  27,601 ","28,263"
Asian,South Chicago,,,,,  129 , N/A ,  42 ,  49 ,  67 ,  86 ,  133 ,  106 ,  116 ,  16 ,15
Black or African-American,South Chicago,  738 ,  907 ,"  2,619 ","  2,448 ","  10,233 ","  21,773 ","  24,672 ","  26,253 ","  23,296 ","  21,206 ","  21,308 ","  20,802 ","  20,818 ","  20,826 ","21,317"
Persons of Spanish Language*,South Chicago,,,,,"  11,906 ","  18,229 ","  13,644 ","  10,565 ","  6,774 ","  6,962 ","  6,570 ","  6,494 ","  6,083 ","  5,810 ","5,885"
White,South Chicago,"  51,659 ","  54,157 ","  53,064 ","  47,338 ","  34,743 ","  5,967 ","  2,290 ","  1,135 ",  599 ,  927 ,  837 ,  875 ,  782 ,  672 ,791
Percent Black,South Chicago,  1 ,  2 ,  5 ,  5 ,  22 ,  47 ,  61 ,  68 ,  75 ,  72 ,  73 ,  73 ,  74 ,  75 ,  75 
Nonwhite, South Chicago ,"  5,024 ",  933 ,"  2,651 ","  2,575 ","  10,912 ","  40,455 ","  38,486 ","  37,461 ","  30,599 ","  28,531 ","  28,215 ","  27,675 ","  27,313 ","  26,929 ","  27,472 "
Total,Burnside,"  3,483 ","  3,567 ","  3,551 ","  3,463 ","  3,181 ","  3,942 ","  3,314 ","  3,294 ","  2,916 ","  3,508 ","  2,837 ","  2,618 ","  2,601 ","  2,442 ","2,254"
Asian,Burnside,,,,,  20 , N/A ,  2 ,  7 ,  - ,  - , - ,  -   ,  -   ,  -   ,0
Black or African-American,Burnside, - ,  4 ,  7 ,  - ,  91 ,"  3,470 ","  3,191 ","  3,180 ","  2,849 ","  3,488 ","  2,819 ","  2,618 ","  2,601 ","  2,419 ","2,197"
Persons of Spanish Language*,Burnside,,,,,  251 ,  100 ,  16 ,  34 ,  20 ,  - , - ,  -   ,  -   ,  -   ,33
White,Burnside,"  3,478 ","  3,558 ","  3,544 ","  3,454 ","  3,046 ",  327 ,  105 ,  40 ,  19 ,  20 ,  18 ,  -   ,  -   ,  11 ,10
Percent Black,Burnside,,  0 ,  0 ,  - ,  3 ,  88 ,  96 ,  97 ,  98 ,  99 ,  99 ,  100 ,  100 ,  99 ,  97 
Nonwhite, Burnside ,  5 ,  9 ,  7 ,  9 ,  135 ,"  3,615 ","  3,209 ","  3,254 ","  2,897 ","  3,488 ","  2,819 ","  2,618 ","  2,601 ","  2,431 ","  2,244 "
Total,Calumet Heights,"  7,343 ","  7,417 ","  9,349 ","  19,352 ","  20,123 ","  20,505 ","  17,453 ","  15,974 ","  13,812 ","  14,382 ","  13,854 ","  13,400 ","  13,732 ","  13,306 ","13,188"
Asian,Calumet Heights,,,,,  189 , N/A ,  89 ,  33 ,  26 ,  14 ,  13 ,  19 ,  5 ,  12 ,13
Black or African-American,Calumet Heights,  19 ,  4 ,  9 ,  8 ,"  9,038 ","  17,667 ","  15,983 ","  14,817 ","  12,897 ","  13,487 ","  12,829 ","  12,462 ","  12,835 ","  12,566 ","12,426"
Persons of Spanish Language*,Calumet Heights,,,,,"  1,631 ","  1,481 ",  920 ,  747 ,  569 ,  601 ,  689 ,  519 ,  443 ,  465 ,457
White,Calumet Heights,"  7,167 ","  7,412 ","  9,337 ","  19,313 ","  10,774 ","  1,063 ",  430 ,  206 ,  126 ,  195 ,  217 ,  269 ,  308 ,  161 ,219
Percent Black,Calumet Heights,  0 ,  0 ,  0 ,  0 ,  45 ,  86 ,  92 ,  93 ,  93 ,  94 ,  93 ,  93 ,  93 ,  94 ,  94 
Nonwhite, Calumet Heights ,  176 ,  5 ,  12 ,  39 ,"  9,349 ","  19,442 ","  17,023 ","  15,768 ","  13,686 ","  14,187 ","  13,637 ","  13,131 ","  13,424 ","  13,145 ","  12,969 "
Total,Roseland,"  43,206 ","  44,009 ","  56,705 ","  58,750 ","  62,512 ","  64,372 ","  56,493 ","  52,723 ","  44,619 ","  45,285 ","  44,495 ","  44,267 ","  42,505 ","  42,327 ","42,433"
Asian,Roseland,,,,,  83 , N/A ,  56 ,  31 ,  27 ,  217 ,  151 ,  150 ,  185 ,  169 ,126
Black or African-American,Roseland,"  1,256 ","  1,828 ","  10,430 ","  13,255 ","  34,454 ","  62,424 ","  55,661 ","  51,568 ","  43,447 ","  43,581 ","  42,853 ","  42,822 ","  40,846 ","  40,798 ","40,849"
Persons of Spanish Language*,Roseland,,,,,"  1,215 ",  550 ,  283 ,  363 ,  458 ,  357 ,  488 ,  489 ,  450 ,  396 ,548
White,Roseland,"  41,917 ","  42,177 ","  46,250 ","  45,392 ","  27,758 ","  1,104 ",  430 ,  276 ,  188 ,  503 ,  505 ,  471 ,  557 ,  417 ,456
Percent Black,Roseland,  3 ,  4 ,  18 ,  23 ,  55 ,  97 ,  99 ,  98 ,  97 ,  96 ,  96 ,  97 ,  96 ,  96 ,  96 
Nonwhite, Roseland ,"  1,289 ","  1,832 ","  10,455 ","  13,358 ","  34,754 ","  63,268 ","  56,063 ","  52,447 ","  44,431 ","  44,782 ","  43,990 ","  43,796 ","  41,948 ","  41,910 ","  41,977 "
Total,Pullman ,"  6,705 ","  6,523 ","  8,899 ","  8,412 ","  10,893 ","  10,341 ","  9,344 ","  8,921 ","  7,325 ","  7,262 ","  6,934 ","  6,970 ","  6,501 ","  6,620 ","6,613"
Asian,Pullman ,,,,,  18 , N/A ,  17 ,  15 ,  5 ,  39 ,  30 ,  42 ,  34 ,  43 ,10
Black or African-American,Pullman , - ,  2 ,  4 ,  - ,"  5,244 ","  7,872 ","  7,316 ","  7,262 ","  6,122 ","  6,131 ","  5,626 ","  5,735 ","  5,380 ","  5,474 ","5,495"
Persons of Spanish Language*,Pullman ,,,,,  293 ,  642 ,  780 ,  795 ,  571 ,  549 ,  675 ,  570 ,  551 ,  335 ,307
White,Pullman ,"  6,634 ","  6,521 ","  8,893 ","  8,400 ","  5,573 ","  1,738 ","  1,206 ",  757 ,  522 ,  522 ,  582 ,  605 ,  464 ,  633 ,680
Percent Black,Pullman ,,  0 ,  0 ,  - ,  48 ,  76 ,  78 ,  81 ,  84 ,  84 ,  81 ,  82 ,  83 ,  83 ,  83 
Nonwhite, Pullman  ,  71 ,  2 ,  6 ,  12 ,"  5,320 ","  8,603 ","  8,138 ","  8,164 ","  6,803 ","  6,740 ","  6,352 ","  6,365 ","  6,037 ","  5,987 ","  5,933 "
South Deering,,,,,,,,,,,,,,,,
Total,South Deering,"  7,898 ","  9,662 ","  17,476 ","  18,794 ","  19,271 ","  19,400 ","  17,755 ","  16,990 ","  15,109 ","  16,445 ","  15,743 ","  15,570 ","  15,305 ","  14,635 ","14,614"
Asian,South Deering,,,,,  79 , N/A ,  20 ,  8 ,  18 ,  49 ,  41 ,  36 ,  8 ,  1 ,1
Black or African-American,South Deering, - , - ,  15 ,  125 ,"  3,067 ","  10,509 ","  10,417 ","  10,335 ","  9,354 ","  10,022 ","  10,056 ","  9,722 ","  9,971 ","  9,575 ","9,360"
Persons of Spanish Language*,South Deering,,,,,"  3,220 ","  4,763 ","  5,038 ","  5,176 ","  4,809 ","  5,198 ","  4,813 ","  4,931 ","  4,580 ","  4,139 ","4,591"
White,South Deering,"  6,901 ","  9,662 ","  17,454 ","  18,637 ","  15,888 ","  3,922 ","  2,230 ","  1,287 ",  725 ,  891 ,  678 ,  709 ,  592 ,  781 ,600
Percent Black,South Deering,,,  0 ,  1 ,  16 ,  54 ,  59 ,  61 ,  62 ,  61 ,  64 ,  62 ,  65 ,  65 ,  64 
Nonwhite, South Deering ,  997 ,  - ,  22 ,  157 ,"  3,383 ","  15,478 ","  15,525 ","  15,703 ","  14,384 ","  15,554 ","  15,065 ","  14,861 ","  14,713 ","  13,854 ","  14,014 "
East Side,,,,,,,,,,,,,,,,
Total,East Side,"  16,839 ","  16,513 ","  21,619 ","  23,214 ","  24,649 ","  21,331 ","  20,450 ","  23,653 ","  23,042 ","  23,517 ","  23,526 ","  23,739 ","  23,817 ","  23,013 ","23,771"
Asian,East Side,,,,,  12 , N/A ,  35 ,  57 ,  53 ,  101 ,  116 ,  34 ,  28 ,  66 ,65
Black or African-American,East Side, - , - ,  14 ,  4 ,  23 ,  25 ,  10 ,  242 ,  777 ,  636 ,  581 ,  398 ,  684 ,  562 ,695
Persons of Spanish Language*,East Side,,,,,  807 ,"  2,678 ","  8,177 ","  16,113 ","  18,076 ","  18,602 ","  18,577 ","  19,148 ","  18,992 ","  18,409 ","19,117"
White,East Side,"  16,795 ","  16,512 ","  21,602 ","  23,191 ","  24,562 ","  18,446 ","  12,179 ","  6,951 ","  3,969 ","  4,091 ","  4,158 ","  4,086 ","  4,049 ","  3,938 ","3,850"
Percent Black,East Side,,,  0 ,  0 ,  0 ,  0 ,  0 ,  1 ,  3 ,  3 ,  2 ,  2 ,  3 ,  2 ,  3 
Nonwhite, East Side ,  44 ,  1 ,  17 ,  23 ,  87 ,"  2,885 ","  8,271 ","  16,702 ","  19,073 ","  19,426 ","  19,368 ","  19,653 ","  19,768 ","  19,075 ","  19,921 "
Total,West Pullman,"  28,474 ","  27,834 ","  29,265 ","  35,397 ","  40,318 ","  44,904 ","  39,846 ","  36,649 ","  29,651 ","  30,810 ","  29,796 ","  28,160 ","  27,973 ","  27,572 ","27,733"
Asian,West Pullman,,,,,  44 , N/A ,  38 ,  16 ,  14 ,  - ,  52 ,  51 ,  67 ,  70 ,65
Black or African-American,West Pullman,  170 ,  103 ,  82 ,  62 ,"  6,670 ","  40,441 ","  37,285 ","  34,277 ","  27,593 ","  28,797 ","  27,991 ","  26,297 ","  26,123 ","  25,520 ","25,625"
Persons of Spanish Language*,West Pullman,,,,,"  1,476 ","  2,309 ","  1,771 ","  1,699 ","  1,509 ","  1,388 ","  1,224 ","  1,275 ","  1,351 ","  1,488 ","1,682"
White,West Pullman,"  28,014 ","  27,719 ","  29,171 ","  35,328 ","  33,510 ","  1,981 ",  703 ,  328 ,  166 ,  390 ,  314 ,  279 ,  280 ,  281 ,158
Percent Black,West Pullman,  1 ,  0 ,  0 ,  0 ,  17 ,  90 ,  94 ,  94 ,  93 ,  93 ,  94 ,  93 ,  93 ,  93 ,  92 
Nonwhite, West Pullman ,  460 ,  115 ,  94 ,  69 ,"  6,808 ","  42,923 ","  39,143 ","  36,321 ","  29,485 ","  30,420 ","  29,482 ","  27,881 ","  27,693 ","  27,291 ","  27,575 "
Riverdale,,,,,,,,,,,,,,,,
Total,Riverdale,"  1,486 ","  1,509 ","  9,790 ","  11,448 ","  15,018 ","  13,539 ","  10,821 ","  9,809 ","  6,482 ","  6,820 ","  7,006 ","  7,190 ","  7,090 ","  7,382 ","7,394"
Asian,Riverdale,,,,,  4 , N/A ,  2 ,  7 ,  2 ,  - , - ,  -   ,  26 ,  26 ,23
Black or African-American,Riverdale, - ,  6 ,"  8,242 ","  10,306 ","  14,232 ","  12,984 ","  10,527 ","  9,479 ","  6,251 ","  6,678 ","  6,670 ","  6,910 ","  6,676 ","  6,926 ","6,882"
Persons of Spanish Language*,Riverdale,,,,,  157 ,  176 ,  150 ,  160 ,  132 ,  136 ,  308 ,  180 ,  278 ,  265 ,306
White,Riverdale,"  1,486 ","  1,503 ","  1,543 ","  1,127 ",  754 ,  336 ,  120 ,  66 ,  32 ,  - , - ,  74 ,  77 ,  135 ,151
Percent Black,Riverdale,,  0 ,  84 ,  90 ,  95 ,  96 ,  97 ,  97 ,  96 ,  98 ,  95 ,  96 ,  94 ,  94 ,  93 
Nonwhite, Riverdale ,  - ,  6 ,"  8,247 ","  10,321 ","  14,264 ","  13,203 ","  10,701 ","  9,743 ","  6,450 ","  6,820 ",#VALUE!,"  7,116 ","  7,013 ","  7,247 ","  7,243 "
Total,Hegewisch,"  7,890 ","  7,509 ","  7,142 ","  8,936 ","  11,346 ","  11,572 ","  10,136 ","  9,781 ","  9,426 ","  10,168 ","  9,822 ","  9,338 ","  8,952 ","  9,151 ","9,384"
Asian,Hegewisch,,,,,  7 , N/A ,  49 ,  32 ,  48 ,  17 ,  20 ,  16 ,  -   ,  -   ,0
Black or African-American,Hegewisch, - , - ,  2 ,  32 ,  22 ,  29 ,  66 ,  130 ,  364 ,  933 ,  686 ,  408 ,  566 ,  447 ,341
Persons of Spanish Language*,Hegewisch,,,,,  392 ,  718 ,"  1,290 ","  2,820 ","  4,671 ","  5,169 ","  5,059 ","  4,887 ","  4,243 ","  4,582 ","5,380"
White,Hegewisch,"  7,798 ","  7,509 ","  7,140 ","  8,900 ","  11,297 ","  10,708 ","  8,719 ","  6,553 ","  4,235 ","  3,977 ","  3,990 ","  3,971 ","  4,078 ","  4,105 ","3,645"
Percent Black,Hegewisch,,,  0 ,  0 ,  0 ,  0 ,  1 ,  1 ,  4 ,  9 ,  7 ,  4 ,  6 ,  5 ,  4 
Nonwhite, Hegewisch ,  92 ,  - ,  2 ,  36 ,  49 ,  864 ,"  1,417 ","  3,228 ","  5,191 ","  6,191 ","  5,832 ","  5,367 ","  4,874 ","  5,046 ","  5,739 "
Total,Garfield Ridge,"  6,050 ","  6,813 ","  12,900 ","  40,449 ","  42,998 ","  37,935 ","  33,948 ","  36,101 ","  34,513 ","  33,940 ","  34,709 ","  34,743 ","  35,632 ","  35,542 ","36,452"
Asian,Garfield Ridge,,,,,  140 , N/A ,  382 ,  328 ,  346 ,  633 ,  605 ,  512 ,  422 ,  311 ,360
Black or African-American,Garfield Ridge, - ,  1 ,  1 ,"  2,686 ","  3,508 ","  5,084 ","  4,337 ","  4,419 ","  2,040 ","  1,964 ","  1,793 ","  1,461 ","  1,462 ","  1,431 ","1,602"
Persons of Spanish Language*,Garfield Ridge,,,,,  971 ,"  1,566 ","  2,509 ","  5,948 ","  13,515 ","  13,184 ","  14,368 ","  15,297 ","  16,618 ","  17,270 ","17,892"
White,Garfield Ridge,"  6,018 ","  6,812 ","  12,899 ","  37,675 ","  39,269 ","  30,821 ","  26,681 ","  24,878 ","  18,372 ","  17,958 ","  17,704 ","  17,169 ","  16,852 ","  16,214 ","16,275"
Percent Black,Garfield Ridge,,  0 ,  0 ,  7 ,  8 ,  13 ,  13 ,  12 ,  6 ,  6 ,  5 ,  4 ,  4 ,  4 ,  4 
Nonwhite, Garfield Ridge ,  32 ,  1 ,  1 ,"  2,774 ","  3,729 ","  7,114 ","  7,267 ","  11,223 ","  16,141 ","  15,982 ","  17,005 ","  17,574 ","  18,780 ","  19,328 ","  20,177 "
Archer Heights,Archer Heights,,,,,,,,,,,,,,,
Total,Archer Heights,"  8,120 ","  8,216 ","  8,675 ","  10,584 ","  11,134 ","  9,708 ","  9,227 ","  12,644 ","  13,393 ","  13,434 ","  14,132 ","  13,998 ","  13,293 ","  13,259 ","13,169"
Asian,Archer Heights,,,,,  13 , N/A ,  49 ,  48 ,  138 ,  212 ,  204 ,  333 ,  391 ,  441 ,583
Black or African-American,Archer Heights,  6 ,  1 ,  6 ,  1 ,  1 ,  8 ,  2 ,  74 ,  130 ,  212 ,  207 ,  111 ,  116 ,  79 ,115
Persons of Spanish Language*,Archer Heights,,,,,  178 ,  354 ,  779 ,"  5,485 ","  10,182 ","  9,932 ","  10,724 ","  10,585 ","  10,126 ","  10,197 ","10,201"
White,Archer Heights,"  8,075 ","  8,215 ","  8,667 ","  10,583 ","  11,097 ","  9,225 ","  8,388 ","  6,752 ","  2,874 ","  3,002 ","  2,913 ","  2,890 ","  2,578 ","  2,482 ","2,218"
Percent Black,Archer Heights,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  1 ,  1 ,  2 ,  1 ,  1 ,  1 ,  1 ,  1 
Nonwhite, Archer Heights ,  45 ,  1 ,  8 ,  1 ,  37 ,  483 ,  839 ,"  5,892 ","  10,519 ","  10,432 ","  11,219 ","  11,108 ","  10,715 ","  10,777 ","  10,951 "
Total,Brighton Park,"  46,552 ","  45,030 ","  41,345 ","  38,019 ","  35,618 ","  30,770 ","  32,207 ","  44,912 ","  45,368 ","  44,148 ","  43,567 ","  44,130 ","  44,202 ","  44,231 ","44,813"
Asian,Brighton Park,,,,,  99 , N/A ,  611 ,"  1,288 ","  2,252 ","  2,718 ","  3,108 ","  3,032 ","  2,955 ","  3,253 ","3,623"
Black or African-American,Brighton Park,  41 ,  34 ,  49 ,  36 ,  34 ,  33 ,  17 ,  221 ,  542 ,  568 ,  744 ,  577 ,  677 ,  453 ,433
Persons of Spanish Language*,Brighton Park,,,,,"  2,329 ","  4,539 ","  12,044 ","  34,409 ","  38,693 ","  37,203 ","  36,267 ","  37,509 ","  37,620 ","  37,468 ","37,301"
